Manufacturer;Name;Id16;Id8;Internal;Algo;AlgoVar;BusWidth;SupportsSectorErase;SupportsChipErase;ZeroProgram;SupportsSoftLock;SoftLockAreaType(0:Sector,1:Chip);SoftUnlockAreaType;SupportsHardLock;HardLockAreaType;SupportsHardUnlock;HardUnlockAreaType;SoftLockResetState(0:Remember,1:ON,2:OFF);SupportsSecure;SupportsUnsecure;Sectors
Freescale;MKE02Z32xxx2 internal;0;0;1;53;2;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[64];"
Freescale;MKE02Z32xxx2 internal (allow security);0;0;1;53;3;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[64];"
Freescale;MKE02Z64xxx2 internal;0;0;1;53;2;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[128];"
Freescale;MKE02Z64xxx2 internal (allow security);0;0;1;53;3;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[128];"
Freescale;MKE02Z16xxx4 internal;0;0;1;53;2;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[32];"
Freescale;MKE02Z16xxx4 internal (allow security);0;0;1;53;3;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[32];"
Freescale;MKE02Z32xxx4 internal;0;0;1;53;2;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[64];"
Freescale;MKE02Z32xxx4 internal (allow security);0;0;1;53;3;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[64];"
Freescale;MKE02Z64xxx4 internal;0;0;1;53;2;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[128];"
Freescale;MKE02Z64xxx4 internal (allow security);0;0;1;53;3;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[128];"
Freescale;MKE04Z8xxx4 internal;0;0;1;53;8;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[16];"
Freescale;MKE04Z8xxx4 internal (allow security);0;0;1;53;9;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[16];"
Freescale;MKE04Z64xxx4 internal;0;0;1;53;8;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[128];"
Freescale;MKE04Z64xxx4 internal (allow security);0;0;1;53;9;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[128];"
Freescale;MKE04Z128xxx4 internal;0;0;1;53;8;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[256];"
Freescale;MKE04Z128xxx4 internal (allow security);0;0;1;53;9;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[256];"
Freescale;MKE06Z64xxx4 internal;0;0;1;53;6;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[128];"
Freescale;MKE06Z64xxx4 internal (allow security);0;0;1;53;7;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[128];"
Freescale;MKE06Z128xxx4 internal;0;0;1;53;6;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[256];"
Freescale;MKE06Z128xxx4 internal (allow security);0;0;1;53;7;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"200[256];"
Freescale;MKE14D128xxx3 internal;0;0;1;53;0;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKE14D128xxx3 internal (allow security);0;0;1;53;1;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKE14D128xxx7 internal;0;0;1;53;0;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKE14D128xxx7 internal (allow security);0;0;1;53;1;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKE14D256xxx3 internal;0;0;1;53;0;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKE14D256xxx3 internal (allow security);0;0;1;53;1;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKE14D256xxx7 internal;0;0;1;53;0;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKE14D256xxx7 internal (allow security);0;0;1;53;1;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKE14F256xxx15 internal;0;0;1;91;2;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"1000[64];"
Freescale;MKE14F256xxx15 internal (allow security);0;0;1;91;3;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"1000[64];"
Freescale;MKE14F512xxx15 internal;0;0;1;91;2;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"1000[128];"
Freescale;MKE14F512xxx15 internal (allow security);0;0;1;91;3;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"1000[128];"
Freescale;MKE14Z128xxx7 internal;0;0;1;91;8;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKE14Z128xxx7 internal (allow security);0;0;1;91;9;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKE14Z256xxx7 internal;0;0;1;91;8;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[128];"
Freescale;MKE14Z256xxx7 internal (allow security);0;0;1;91;9;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[128];"
Freescale;MKE15D128xxx3 internal;0;0;1;53;0;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKE15D128xxx3 internal (allow security);0;0;1;53;1;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKE15D128xxx7 internal;0;0;1;53;0;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKE15D128xxx7 internal (allow security);0;0;1;53;1;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKE15D256xxx3 internal;0;0;1;53;0;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKE15D256xxx3 internal (allow security);0;0;1;53;1;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKE15D256xxx7 internal;0;0;1;53;0;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKE15D256xxx7 internal (allow security);0;0;1;53;1;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKE15Z128xxx7 internal;0;0;1;91;8;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKE15Z128xxx7 internal (allow security);0;0;1;91;9;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKE15Z256xxx7 internal;0;0;1;91;8;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[128];"
Freescale;MKE15Z256xxx7 internal (allow security);0;0;1;91;9;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[128];"
Freescale;MKE16F256xxx15 internal;0;0;1;91;2;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"1000[64];"
Freescale;MKE16F256xxx15 internal (allow security);0;0;1;91;3;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"1000[64];"
Freescale;MKE16F512xxx15 internal;0;0;1;91;2;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"1000[128];"
Freescale;MKE16F512xxx15 internal (allow security);0;0;1;91;3;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"1000[128];"
Freescale;MKE18F256xxx15 internal;0;0;1;91;2;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"1000[64];"
Freescale;MKE18F256xxx15 internal (allow security);0;0;1;91;3;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"1000[64];"
Freescale;MKE18F512xxx15 internal;0;0;1;91;2;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"1000[128];"
Freescale;MKE18F512xxx15 internal (allow security);0;0;1;91;3;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"1000[128];"
Freescale;MKL02Z8xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[8];"
Freescale;MKL02Z8xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[8];"
Freescale;MKL02Z16xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[16];"
Freescale;MKL02Z16xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[16];"
Freescale;MKL02Z32xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL02Z32xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL03Z8xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[8];"
Freescale;MKL03Z8xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[8];"
Freescale;MKL03Z16xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[16];"
Freescale;MKL03Z16xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[16];"
Freescale;MKL03Z32xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL03Z32xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL04Z8xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[8];"
Freescale;MKL04Z8xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[8];"
Freescale;MKL04Z16xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[16];"
Freescale;MKL04Z16xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[16];"
Freescale;MKL04Z32xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL04Z32xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL05Z8xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[8];"
Freescale;MKL05Z8xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[8];"
Freescale;MKL05Z16xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[16];"
Freescale;MKL05Z16xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[16];"
Freescale;MKL05Z32xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL05Z32xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL13Z32xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL13Z32xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL13Z64xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL13Z64xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL14Z32xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL14Z32xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL14Z64xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL14Z64xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL15Z32xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL15Z32xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL15Z64xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL15Z64xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL15Z128xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKL15Z128xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKL16Z32xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL16Z32xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL16Z64xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL16Z64xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL16Z128xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKL16Z128xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKL16Z256xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKL16Z256xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKL17Z128xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKL17Z128xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKL17Z256xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKL17Z256xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKL17Z32xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL17Z32xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL17Z64xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL17Z64xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL24Z32xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL24Z32xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL24Z64xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL24Z64xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL25Z32xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL25Z32xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL25Z64xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL25Z64xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL25Z128xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKL25Z128xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKL26Z32xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL26Z32xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL26Z64xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL26Z64xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL26Z128xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKL26Z128xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKL26Z256xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKL26Z256xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKL27Z128xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKL27Z128xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKL27Z256xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKL27Z256xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKL27Z32xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL27Z32xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL27Z64xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL27Z64xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL28Z512xxx7 internal;0;0;1;91;0;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[256];"
Freescale;MKL28Z512xxx7 internal (allow security);0;0;1;91;1;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[256];"
Freescale;MKL33Z32xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL33Z32xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKL33Z64xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL33Z64xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL33Z128xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKL33Z128xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKL33Z256xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKL33Z256xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKL34Z64xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL34Z64xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL36Z64xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL36Z64xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKL36Z128xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKL36Z128xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKL36Z256xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKL36Z256xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKL43Z128xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKL43Z128xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKL43Z256xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKL43Z256xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKL46Z128xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKL46Z128xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKL46Z256xxx4 internal;0;0;1;35;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKL46Z256xxx4 internal (allow security);0;0;1;35;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[256];"
Freescale;MKL82Z128xxx7 internal;0;0;1;91;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[64];"
Freescale;MKL82Z128xxx7 internal (allow security);0;0;1;91;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[64];"
Freescale;MKM13Z64xxx5 internal;0;0;1;35;6;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKM13Z64xxx5 internal (allow security);0;0;1;35;7;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKM14Z64xxx5 internal;0;0;1;35;6;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKM14Z64xxx5 internal (allow security);0;0;1;35;7;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKM14Z128xxx5 internal;0;0;1;35;6;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKM14Z128xxx5 internal (allow security);0;0;1;35;7;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKM32Z64xxx5 internal;0;0;1;35;6;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKM32Z64xxx5 internal (allow security);0;0;1;35;7;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKM33Z64xxx5 internal;0;0;1;35;6;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKM33Z64xxx5 internal (allow security);0;0;1;35;7;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[64];"
Freescale;MKM33Z128xxx5 internal;0;0;1;35;6;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKM33Z128xxx5 internal (allow security);0;0;1;35;7;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKM34Z128xxx5 internal;0;0;1;35;6;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKM34Z128xxx5 internal (allow security);0;0;1;35;7;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKM34Z256xxx7 internal;0;0;1;35;6;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[128];"
Freescale;MKM34Z256xxx7 internal (allow security);0;0;1;35;7;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[128];"
Freescale;MKM34Z256xxx5 internal;0;0;1;35;6;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[128];"
Freescale;MKM34Z256xxx5 internal (allow security);0;0;1;35;7;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[128];"
Freescale;MKM38Z128xxx5 internal;0;0;1;35;6;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKM38Z128xxx5 internal (allow security);0;0;1;35;7;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[128];"
Freescale;MKS22FN128xxx12 internal;0;0;1;35;0;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[64];"
Freescale;MKS22FN128xxx12 internal (allow security);0;0;1;35;1;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[64];"
Freescale;MKS22FN256xxx12 internal;0;0;1;35;0;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[128];"
Freescale;MKS22FN256xxx12 internal (allow security);0;0;1;35;1;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[128];"
Freescale;MKV10Z16xxx7 internal;0;0;1;53;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[16];"
Freescale;MKV10Z16xxx7 internal (allow security);0;0;1;53;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[16];"
Freescale;MKV10Z32xxx7 internal;0;0;1;53;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKV10Z32xxx7 internal (allow security);0;0;1;53;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"400[32];"
Freescale;MKV10Z64xxx7 internal;0;0;1;53;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[32];"
Freescale;MKV10Z64xxx7 internal (allow security);0;0;1;53;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[32];"
Freescale;MKV10Z128xxx7 internal;0;0;1;53;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[64];"
Freescale;MKV10Z128xxx7 internal (allow security);0;0;1;53;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[64];"
Freescale;MKV11Z64xxx7 internal;0;0;1;53;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[32];"
Freescale;MKV11Z64xxx7 internal (allow security);0;0;1;53;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[32];"
Freescale;MKV11Z128xxx7 internal;0;0;1;53;4;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[64];"
Freescale;MKV11Z128xxx7 internal (allow security);0;0;1;53;5;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[64];"
Freescale;MKV30F64xxx10 internal;0;0;1;35;0;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[32];"
Freescale;MKV30F64xxx10 internal (allow security);0;0;1;35;1;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[32];"
Freescale;MKV30F128xxx10 internal;0;0;1;35;0;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[64];"
Freescale;MKV30F128xxx10 internal (allow security);0;0;1;35;1;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[64];"
Freescale;MKV31F128xxx10 internal;0;0;1;35;0;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[64];"
Freescale;MKV31F128xxx10 internal (allow security);0;0;1;35;1;32;1;0;0;0;0;0;0;0;0;0;0;0;0;"800[64];"
